track_name,artist_name,artist_genres
"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 'Moonlight': I. Adagio sostenuto",Ludwig van Beethoven,"classical, classical piano, chamber music"
William Tell: Overture,Gioachino Rossini,"classical, opera"
Sky on Fire (Eo17 Remix),Handsome Poets,nederpop
To Build a Home,The Cinematic Orchestra,"nu jazz, downtempo"
Six Feet Under,Billie Eilish,"alternative pop, electropop, dark pop"
Ballroom Blitz,The Struts,glam rock
Praying,Rupert Gregson-Williams,soundtrack
Prisoner,James Arthur,soft pop
Say You Won't Let Go,James Arthur,soft pop
Can I Be Him,James Arthur,soft pop
Train Wreck,James Arthur,soft pop
You Want It Darker,Leonard Cohen,singer-songwriter
Makeba,Jain,french pop
Million Reasons,Lady Gaga,"art pop, pop"
Arabia (The Medieval Era),Geoff Knorr,medieval
Diamond Veins,French 79,french house
Go for Baroque,Michael Giacchino,soundtrack
Hippocratic Hypocrite,Michael Giacchino,soundtrack
Come as You Are,Princess Chelsea,baroque pop
Bad Decisions,Two Door Cinema Club,"indie, indie rock"
Don't Wanna Know,Maroon 5,pop
The Comeback Song,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
Bizaardvark Theme Song,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
Love the Haters,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
drive by,Lil Peep,"emo rap, cloud rap"
girls,Lil Peep,"emo rap, cloud rap"
OMFG,Lil Peep,"emo rap, cloud rap"
walk away as the door slams,Lil Peep,"emo rap, cloud rap"
Whiteout,Warpaint,dream pop
goosebumps,Travis Scott,rap
beibs in the trap,Travis Scott,rap
Square Hammer,Ghost,"metal, hard rock"
My Way,Calvin Harris,edm
Any Ol' Barstool,Jason Aldean,"country, acoustic country"
Bad,Jason Aldean,"country, acoustic country"
Lights Come On,Jason Aldean,"country, acoustic country"
Halo Theme Mjolnir Mix,Martin O'Donnell,soundtrack
Half The World Away,AURORA,"norwegian pop, art pop"
Homage,Mild High Club,neo-psychedelic
Home,AURORA,"norwegian pop, art pop"
I Went Too Far,AURORA,"norwegian pop, art pop"
I Went Too Far - Pwndtiac Remix,AURORA,"norwegian pop, art pop"
Lucky,AURORA,"norwegian pop, art pop"
Mr Tambourine Man,AURORA,"norwegian pop, art pop"
"Murder Song (5, 4, 3, 2, 1)",AURORA,"norwegian pop, art pop"
"Murder Song (5, 4, 3, 2, 1) - Acoustic",AURORA,"norwegian pop, art pop"
Nature Boy - Acoustic,AURORA,"norwegian pop, art pop"
Black Water Lilies,AURORA,"norwegian pop, art pop"
Through The Eyes Of A Child,AURORA,"norwegian pop, art pop"
Under Stars - Loon Remix,AURORA,"norwegian pop, art pop"
Under The Water,AURORA,"norwegian pop, art pop"
Warrior,AURORA,"norwegian pop, art pop"
Runaway,AURORA,"norwegian pop, art pop"
Running With The Wolves,AURORA,"norwegian pop, art pop"
Running With The Wolves - Pablo Nouvelle Remix,AURORA,"norwegian pop, art pop"
Conqueror,AURORA,"norwegian pop, art pop"
Winter Bird,AURORA,"norwegian pop, art pop"
Wisdom Cries,AURORA,"norwegian pop, art pop"
Stranger Things,Kyle Dixon & Michael Stein,"soundtrack, synthwave"
Story Time,Dario Marianelli,soundtrack
You're My Chocolate,Savages,"trip hop, nu jazz, downtempo"
In the Name of Love,Martin Garrix,"edm, progressive house, electronica"
Cold Water,Major Lazer,moombahton
Cold Water (feat. Justin Bieber & MØ),Major Lazer,moombahton
My Hero Academia,Yuki Hayashi,"anime, soundtrack"
You Say Run,Yuki Hayashi,"anime, soundtrack"
For Her,Chris Lane,country
Dreams,Kelsey Lu,"alternative r&b, art pop"
アシュラ・インドラ,Yasuharu Takanashi,"anime, soundtrack"
ノスタルジア,Yasuharu Takanashi,"anime, soundtrack"
道は続く,Yasuharu Takanashi,"anime, soundtrack"
castles,Lil Peep,"emo rap, cloud rap"
Battlefield One,Johan Söderqvist,soundtrack
pray i die,Lil Peep,"emo rap, cloud rap"
nineteen,Lil Peep,"emo rap, cloud rap"
nose ring,Lil Peep,"emo rap, cloud rap"
Send My Love (To Your New Lover),Adele,soft pop
Wicked Ones,Dorothy,southern gothic
Light of the Seven,Ramin Djawadi,soundtrack
Hello,Adele,soft pop
Dark Necessities,Red Hot Chili Peppers,"funk rock, alternative rock, rock"
I'll Be The Moon,Dierks Bentley,country
Father Stretch My Hands Pt. 1,Kanye West,rap
ghost girl,Lil Peep,"emo rap, cloud rap"
What The Hell Did I Say,Dierks Bentley,country
Pick Up,Dierks Bentley,country
"skyscrapers (love now, cry later)",Lil Peep,"emo rap, cloud rap"
Black,Dierks Bentley,country
Champions,Kanye West,rap
white tee,Lil Peep,"emo rap, cloud rap"
yesterday,Lil Peep,"emo rap, cloud rap"
pick up the phone (feat. Quavo),Young Thug,"rap, melodic rap, trap"
The Banks Of The Sansretour,Piotr Musiał,medieval
The Moon Over Mount Gorgon,Piotr Musiał,medieval
The Musty Scent Of Fresh Pâté,Percival Schuttenbach,"medieval, folk metal"
The Slopes Of The Blessure,Piotr Musiał,medieval
Fanfares And Flowers,Mikolai Stroinski,"medieval, soundtrack"
Lady Of The Lake,Marcin Przybyłowicz,"medieval, soundtrack"
Beyond Hill And Dale...,Mikolai Stroinski,"medieval, soundtrack"
Anything,Catfish and the Bottlemen,"indie, indie rock"
Say It,Flume,future bass
Never Be Like You,Flume,future bass
Side To Side,Ariana Grande,pop
A Guy with a Girl,Blake Shelton,country
Be Alright,Ariana Grande,pop
Came Here to Forget,Blake Shelton,country
Hard Luck,Black Pistol Fire,"blues rock, modern blues, garage rock"
I Don't Care,Ariana Grande,pop
Into You,Ariana Grande,pop
Dangerous Woman,Ariana Grande,pop
Everyday,Ariana Grande,pop
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,edm
Wherever I Go,OneRepublic,soft pop
Heartache On The Dance Floor,Jon Pardi,"country, acoustic country"
Hotline Bling,Drake,rap
One Dance,Drake,rap
A Normal Life,Henry Jackman,soundtrack
A Thief's End,Henry Jackman,soundtrack
9,Drake,rap
Childs Play,Drake,rap
Summers Over Interlude,Drake,rap
Too Good,Drake,rap
U With Me?,Drake,rap
Views,Drake,rap
Weston Road Flows,Drake,rap
Controlla,Drake,rap
Faithful,Drake,rap
Feel No Ways,Drake,rap
Fire & Desire,Drake,rap
Pop Style,Drake,rap
Redemption,Drake,rap
Still Here,Drake,rap
Middle of a Memory,Cole Swindell,"country, acoustic country"
With You,Drake,rap
Grammys,Drake,rap
Hype,Drake,rap
Keep The Family Close,Drake,rap
This Is What You Came For,Calvin Harris,edm
Pope Is a Rockstar,SALES,bedroom pop
Low Life (feat. The Weeknd),Future,rap
Ophelia,The Lumineers,"folk pop, indie folk"
7 Years,Lukas Graham,dansk pop
Bad Decisions,Ariana Grande,pop
Let Me Love You,Ariana Grande,pop
Moonlight,Ariana Grande,pop
Raindrops,Elephant Revival,"bluegrass, newgrass, folk, indie folk"
Sometimes,Ariana Grande,pop
Greedy,Ariana Grande,pop
Knew Better / Forever Boy,Ariana Grande,pop
Leave Me Lonely,Ariana Grande,pop
Thinking Bout You,Ariana Grande,pop
Touch It,Ariana Grande,pop
Gym Class,Lil Peep,"emo rap, cloud rap"
Used to Love You Sober,Kane Brown,"country, pop country"
The Red Capes Are Coming - Lex Luthor Theme,Hans Zimmer,soundtrack
"Sad Theme (From One Punch Man"")""",Eddie van der Meer,anime
We Went,Randy Houser,"country, acoustic country"
We Are the Division,Ola Strandh,soundtrack
Girls Like (feat. Zara Larsson),Tinie Tempah,grime
Redneck Shit,Wheeler Walker Jr.,"outlaw country, country"
Eatin' Pussy/Kickin' Ass,Wheeler Walker Jr.,"outlaw country, country"
The Driver,Charles Kelley,"country, pop country"
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,"soft pop, pop"
Skyrim - Age of Oppression,Jeremy Soule,"medieval, soundtrack"
Assassin´s Creed IV - The Parting Glass,Traditional,"christmas, villancicos"
One Call Away,Charlie Puth,"soft pop, pop"
Love On The Brain,Rihanna,"pop, r&b"
Needed Me,Rihanna,"pop, r&b"
Close To You,Rihanna,"pop, r&b"
Desperado,Rihanna,"pop, r&b"
Work,Rihanna,"pop, r&b"
Kiss It Better,Rihanna,"pop, r&b"
the first town,梶浦 由記,"anime, soundtrack"
The Arrival of Kai,Hans Zimmer,soundtrack
Oogway's Legacy,Hans Zimmer,soundtrack
Po Belongs,Hans Zimmer,soundtrack
Stranger (with KillaGraham and Sam Dew),Skrillex,"dubstep, edm, electro, electronic"
Now You See Me 2 Main Titles,Brian Tyler,soundtrack
Dark Souls 3,Yuka Kitamura,soundtrack
Rey's Theme,John Williams,soundtrack
March of the Resistance,John Williams,soundtrack
2008,Lil Peep,"emo rap, cloud rap"
angeldust,Lil Peep,"emo rap, cloud rap"
pick me up,Lil Peep,"emo rap, cloud rap"
"mirror, mirror",Lil Peep,"emo rap, cloud rap"
nuts,Lil Peep,"emo rap, cloud rap"
give u the moon,Lil Peep,"emo rap, cloud rap"
vibe,Lil Peep,"emo rap, cloud rap"
DADDY,PSY,k-pop
Lean On,Major Lazer,moombahton
Lean On (feat. MØ & DJ Snake),Major Lazer,moombahton
Powerful (feat. Ellie Goulding & Tarrus Riley),Major Lazer,moombahton
Light It Up - Remix,Major Lazer,moombahton
Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,moombahton
"Night Riders (feat. Travi$ Scott, 2 Chainz, Pusha T & Mad Cobra)",Major Lazer,moombahton
Love In The Dark,Adele,soft pop
Million Years Ago,Adele,soft pop
When We Were Young,Adele,soft pop
All I Ask,Adele,soft pop
Paris,$uicideboy$,"emo rap, horrorcore, cloud rap, trap metal, underground hip hop"
Remedy,Adele,soft pop
River Lea,Adele,soft pop
I Miss You,Adele,soft pop
Sweetest Devotion,Adele,soft pop
Water Under the Bridge,Adele,soft pop
Sunshine Overtime,Chris Young,"country, acoustic country"
The Fastest Man Alive - Always Late,Blake Neely,soundtrack
Think of You,Chris Young,"country, acoustic country"
Underdogs,Chris Young,"country, acoustic country"
What Do You Mean?,Justin Bieber,"pop, contemporary r&b"
What If I Stay,Chris Young,"country, acoustic country"
You Do the Talkin',Chris Young,"country, acoustic country"
Company,Justin Bieber,"pop, contemporary r&b"
Love Yourself,Justin Bieber,"pop, contemporary r&b"
Heartbeat,Chris Young,"country, acoustic country"
I Know a Guy,Chris Young,"country, acoustic country"
I'll Show You,Justin Bieber,"pop, contemporary r&b"
I'm Comin' Over,Chris Young,"country, acoustic country"
Alone Tonight,Chris Young,"country, acoustic country"
Callin' My Name,Chris Young,"country, acoustic country"
Sober Saturday Night (feat. Vince Gill),Chris Young,"country, acoustic country"
Sorry,Justin Bieber,"pop, contemporary r&b"
Should've Ran After You,Cole Swindell,"country, acoustic country"
Snapback,Old Dominion,country
Fallout 4 Main Theme,Inon Zur,soundtrack
Break Up with Him,Old Dominion,country
It All Started With a Beer - Single Version,Frankie Ballard,"country, acoustic country"
Kill V. Maim,Grimes,art pop
Waltzing on Rooftops and Cobblestones,Austin Wintory,soundtrack
Rebel Girl,Bikini Kill,"riot grrrl, queercore, punk"
Beautiful Stranger,Toby Keith,"country, classic country"
Heroes (we could be),Alesso,edm
Right My Wrongs,Bryson Tiller,"trap soul, r&b"
Waiting For Love,Avicii,edm
Don't,Bryson Tiller,"trap soul, r&b"
Exchange,Bryson Tiller,"trap soul, r&b"
Making Water,Harry Gregson-Williams,soundtrack
Sugar (feat. Francesco Yates),Robin Schulz,tropical house
Jazz Suite No. 2 : 6. Waltz II,Dmitri Shostakovich,"classical, chamber music, orchestral"
Jumpman,Drake,rap
God Knows I Tried,Lana Del Rey,"alternative pop, indie pop"
High By The Beach,Lana Del Rey,"alternative pop, indie pop"
Music To Watch Boys To,Lana Del Rey,"alternative pop, indie pop"
Religion,Lana Del Rey,"alternative pop, indie pop"
Freak,Lana Del Rey,"alternative pop, indie pop"
Swan Song,Lana Del Rey,"alternative pop, indie pop"
The Blackest Day,Lana Del Rey,"alternative pop, indie pop"
24,Lana Del Rey,"alternative pop, indie pop"
Art Deco,Lana Del Rey,"alternative pop, indie pop"
Wanna Be That Song,Brett Eldredge,"country, christmas"
Drunk on Your Love,Brett Eldredge,"country, christmas"
Peaceful Moments,Adam Skorupa,medieval
River Of Life,Pawel Blaszczak,medieval
A Tavern On The Riverbank,Adam Skorupa,medieval
Evening In The Tavern,Pawel Blaszczak,medieval
Nightcrawler (feat. Swae Lee & Chief Keef),Travis Scott,rap
Antidote,Travis Scott,rap
Tell Your Friends,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Dark Times,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
In The Night,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Prisoner,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Real Life,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Shameless,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Space Song,Beach House,dream pop
Angel,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
As You Are,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Losers,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Main Title,John Paesano,soundtrack
Lullaby Of Woe,Marcin Przybyłowicz,"medieval, soundtrack"
Kaer Morhen,Marcin Przybyłowicz,"medieval, soundtrack"
Kaer Morhen,Marcin Przybyłowicz,"medieval, soundtrack"
The Tree When We Sat Once,Mikolai Stroinski,"medieval, soundtrack"
The Vagabond,Marcin Przybyłowicz,"medieval, soundtrack"
Cloak And Dagger,Percival Schuttenbach,"medieval, folk metal"
"Drink Up, There's More!",Percival Schuttenbach,"medieval, folk metal"
Geralt Of Rivia,Marcin Przybyłowicz,"medieval, soundtrack"
A Story You Won't Believe,Marcin Przybyłowicz,"medieval, soundtrack"
After The Storm,Mikolai Stroinski,"medieval, soundtrack"
Another Round For Everyone,Marcin Przybyłowicz,"medieval, soundtrack"
Back On The Path,Marcin Przybyłowicz,"medieval, soundtrack"
Bonnie At Morn - Instrumental,Mikolai Stroinski,"medieval, soundtrack"
Spikeroog,Mikolai Stroinski,"medieval, soundtrack"
Wolven Storm - English,Marcin Przybyłowicz,"medieval, soundtrack"
"Yes, I Do...",Mikolai Stroinski,"medieval, soundtrack"
Piss,Death Plus,"emo rap, cloud rap"
Star Shopping,Lil Peep,"emo rap, cloud rap"
The Sound of Silence,Disturbed,"metal, nu metal, alternative metal, rap metal, hard rock"
DRUGS EXIST,HEALTH,"noise rock, industrial, witch house, industrial rock, industrial metal"
Fast,Luke Bryan,"country, acoustic country"
STONEFIST,HEALTH,"noise rock, industrial, witch house, industrial rock, industrial metal"
Strip It Down,Luke Bryan,"country, acoustic country"
Home Alone Tonight,Luke Bryan,"country, acoustic country"
"Huntin', Fishin' And Lovin' Every Day",Luke Bryan,"country, acoustic country"
Kick The Dust Up,Luke Bryan,"country, acoustic country"
Reality In Motion,Tame Impala,"neo-psychedelic, indie"
Let It Happen,Tame Impala,"neo-psychedelic, indie"
Nangs,Tame Impala,"neo-psychedelic, indie"
"New Person, Same Old Mistakes",Tame Impala,"neo-psychedelic, indie"
Eventually,Tame Impala,"neo-psychedelic, indie"
Fuck Up Some Commas,Future,rap
How Deep Is Your Love,Calvin Harris,edm
Yes I'm Changing,Tame Impala,"neo-psychedelic, indie"
The Less I Know The Better,Tame Impala,"neo-psychedelic, indie"
Burning,The War On Drugs,indie rock
Great Summer - Soundtrack Version Genre Alternative,Vance Joy,folk pop
See You Again (feat. Charlie Puth),Wiz Khalifa,rap
Firestone,Kygo,tropical house
Silk,Wolf Alice,indie
It's Your Love,Tim McGraw,"country, classic country"
Welcome to Jurassic World,Michael Giacchino,soundtrack
Which Witch,Florence + The Machine,baroque pop
Make Up Your Mind,Florence + The Machine,baroque pop
Marco in Venice,Peter Nashel,medieval
Marco's Journey,Peter Nashel,medieval
The Beige Stallion,Altan Urag,folk metal
Sugar,Maroon 5,pop
Yeah Boy,Kelsea Ballerini,"country, pop country"
Maps,Maroon 5,pop
Bad Blood,Taylor Swift,"country, pop, indie, folk"
Floki Appears to Kill Athelstan,Trevor Morris,"medieval, soundtrack"
Tennessee Whiskey,Chris Stapleton,"country, outlaw country"
Believe,Mumford & Sons,"folk, indie folk, folk rock"
Fortuna imperatrix mundi: Fortuna (Chorus),Carl Orff,classical
Hunter's Dream,SIE Sound Team,"japanese vgm, soundtrack"
Synchronicity,Rising Appalachia,southern gothic
E0$-3:罪,Sawano Hiroyuki,"anime, soundtrack"
Opening,Superpoze,french indie pop
Secrets - Radio Edit,Tiësto,"edm, trance, big room"
Fourth of July,Sufjan Stevens,baroque pop
Bitch Better Have My Money,Rihanna,"pop, r&b"
"Dancing In The Dark - From The Home"" Soundtrack""",Rihanna,"pop, r&b"
Stole the Show,Kygo,tropical house
Prism,Pastel Ghost,"witch house, darkwave"
Shadows,Pastel Ghost,"witch house, darkwave"
Skeleton,Pastel Ghost,"witch house, darkwave"
Lilacs,Pastel Ghost,"witch house, darkwave"
"Ori, Lost In the Storm (feat. Aeralie Brighton)",Gareth Coker,soundtrack
Clouds,Pastel Ghost,"witch house, darkwave"
Dark Beach,Pastel Ghost,"witch house, darkwave"
Dreamin,PARTYNEXTDOOR,"dark r&b, r&b, trap soul"
Goth,Sidewalks and Skeletons,"witch house, darkwave"
Five More Hours,Deorro,"melbourne bounce, electro house"
Ayo,Chris Brown,r&b
The Knights' Theme,Jason Graves,soundtrack
Energy,Drake,rap
Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,Anna Kendrick,"childrens music"""""
Dance of the Druids (feat. Raya Yarbrough),Bear McCreary,"celtic, soundtrack"
Fallen Through Time,Bear McCreary,"celtic, soundtrack"
Castle Leoch,Bear McCreary,"celtic, soundtrack"
Manners Maketh Man,Henry Jackman,soundtrack
Blackheart,Two Steps from Hell,orchestral
FourFiveSeconds,Rihanna,"pop, r&b"
Love Again,Rae Morris,art pop
Third Day Of A Seven Day Binge,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal"
Cupid Carries A Gun,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal"
Odds Of Even,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal"
Centuries,Fall Out Boy,"emo, pop punk"
Heartbeat Song,Kelly Clarkson,christmas
So Far,Ólafur Arnalds,"neoclassical, minimalism"
Agents of S.H.I.E.L.D. Overture,Bear McCreary,"celtic, soundtrack"
How I'll Always Be,Tim McGraw,"country, classic country"
Keep on Loving You,Cigarettes After Sex,dream pop
T-Shirt,Thomas Rhett,"country, acoustic country, pop country"
"Earned It (Fifty Shades Of Grey) - From The Fifty Shades Of Grey"" Soundtrack""",The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Boom Clap,Charli xcx,"hyperpop, art pop"
Wet Dreamz,J. Cole,rap
No Role Modelz,J. Cole,rap
HDMI,BONES,"cloud rap, emo rap, horrorcore, trap metal, underground hip hop"
The Penguins Of Madagascar,Lorne Balfe,soundtrack
Lose Yourself,Eminem,"rap, hip hop"
Santa Tell Me,Ariana Grande,pop
Are You With Me,Lost Frequencies,tropical house
Cornfield Chase,Hans Zimmer,soundtrack
Day One,Hans Zimmer,soundtrack
Mountains,Hans Zimmer,soundtrack
No Time for Caution,Hans Zimmer,soundtrack
Love Story - Version Orchestrale,Indila,french pop
Ainsi bas la vida,Indila,french pop
Happy Idiot,TV On The Radio,"indie rock, indie"
Dragon Age Inquisition Theme,Trevor Morris,"medieval, soundtrack"
She Keeps Me Up,Nickelback,"post-grunge, rock"
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,r&b
What I Did for Love (feat. Emeli Sandé),David Guetta,edm
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,edm
Luxury,Azealia Banks,"ballroom vogue, hip house"
"Alan Turing's Legacy (From The Imitation Game"" Soundtrack)""",Alexandre Desplat,soundtrack
The Imitation Game,Alexandre Desplat,soundtrack
The Theory of Everything,Jóhann Jóhannsson,neoclassical
The Whirling Ways of Stars that Pass,Jóhann Jóhannsson,neoclassical
Camping,Jóhann Jóhannsson,neoclassical
Chalkboard,Jóhann Jóhannsson,neoclassical
Blame (feat. John Newman),Calvin Harris,edm
Laridé,Jessica Baran-Surel,"medieval, celtic"
Summer,Calvin Harris,edm
Outside (feat. Ellie Goulding),Calvin Harris,edm
Shake It Off,Taylor Swift,"country, pop, indie, folk"
All You Had To Do Was Stay,Taylor Swift,"country, pop, indie, folk"
Blank Space,Taylor Swift,"country, pop, indie, folk"
Clean,Taylor Swift,"country, pop, indie, folk"
Make You Miss Me,Sam Hunt,"country, pop country"
New Romantics,Taylor Swift,"country, pop, indie, folk"
Style,Taylor Swift,"country, pop, indie, folk"
You Are In Love,Taylor Swift,"country, pop, indie, folk"
Take Your Time,Sam Hunt,"country, pop country"
The Devil in I,Slipknot,"nu metal, metal, alternative metal, rap metal, heavy metal"
Confession,Florida Georgia Line,"country, pop country, acoustic country"
Dirt,Florida Georgia Line,"country, pop country, acoustic country"
Tryin' to Love Me,Jason Aldean,"country, acoustic country"
Gonna Know We Were Here,Jason Aldean,"country, acoustic country"
Whiplash,Hank Levy,"jazz, big band"
2 On (feat. ScHoolboy Q),Tinashe,alternative r&b
Sangria,Blake Shelton,country
Hunger Of The Pine,alt-J,"indie, indie rock"
Loyal (feat. Lil Wayne & Tyga),Chris Brown,r&b
The Maze Runner,John Paesano,soundtrack
Riptide,Vance Joy,folk pop
Animals,Maroon 5,pop
One Last Time,Ariana Grande,pop
Perfect Storm,Brad Paisley,country
Best Mistake,Ariana Grande,pop
Break Free,Ariana Grande,pop
Just A Little Bit Of Your Heart,Ariana Grande,pop
Problem,Ariana Grande,pop
Ride,Chase Rice,"country, acoustic country"
We Dem Boyz,Wiz Khalifa,rap
Gonna Wanna Tonight,Chase Rice,"country, acoustic country"
Come on Over,Royal Blood,"garage rock, rock"
Days Before Rodeo: The Prayer,Travis Scott,rap
Drugs You Should Try It,Travis Scott,rap
"Flying Theme (From E.T. the Extra-Terrestrial"")""",John Williams,soundtrack
"Main Theme (From Schindler's List"")""",Itzhak Perlman,"classical, chamber music"
Out of the Black,Royal Blood,"garage rock, rock"
Break Up In A Small Town,Sam Hunt,"country, pop country"
After Dark,Mr.Kitty,"witch house, darkwave"
Xiii,Mr.Kitty,"witch house, darkwave"
East Liberty,PARTYNEXTDOOR,"dark r&b, r&b, trap soul"
Sex on the Beach,PARTYNEXTDOOR,"dark r&b, r&b, trap soul"
Wake up Loving You,Old Dominion,country
PAPARAZZI,Girls' Generation,k-pop
Far Over the Misty Mountains Cold,Clamavi De Profundis,"sea shanties, medieval, celtic"
Na Na,Trey Songz,r&b
Love,Mica Levi,soundtrack
Pain,Boy Harsher,"darkwave, cold wave, post-punk, ebm, gothic rock, deathrock, synthpop"
Tessa,Steve Jablonsky,soundtrack
"Bemidji, MN (Fargo Series Main Theme)",Jeff Russo,soundtrack
Afire Love,Ed Sheeran,soft pop
Bloodstream,Ed Sheeran,soft pop
Photograph,Ed Sheeran,soft pop
Runaway,Ed Sheeran,soft pop
Shirtsleeves,Ed Sheeran,soft pop
Sing,Ed Sheeran,soft pop
Don't,Ed Sheeran,soft pop
Even My Dad Does Sometimes,Ed Sheeran,soft pop
Nina,Ed Sheeran,soft pop
One,Ed Sheeran,soft pop
I See Fire,Ed Sheeran,soft pop
I'm a Mess,Ed Sheeran,soft pop
Take It Back,Ed Sheeran,soft pop
Tenerife Sea,Ed Sheeran,soft pop
The Man,Ed Sheeran,soft pop
Thinking out Loud,Ed Sheeran,soft pop
Together We Map the World,John Powell,soundtrack
Stoick's Ship,John Powell,soundtrack
Flying With Mother,John Powell,soundtrack
Moth,HELLYEAH,"groove metal, metal"
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",Ty Dolla $ign,trap soul
Guilty All the Same (feat. Rakim),Linkin Park,"nu metal, rap metal, rock, alternative metal"
Hangover,PSY,k-pop
I'm Not The Only One,Sam Smith,soft pop
Lay Me Down,Sam Smith,soft pop
Like I Can,Sam Smith,soft pop
Stay With Me,Sam Smith,soft pop
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,french indie pop
Confident,Justin Bieber,"pop, contemporary r&b"
Final Breath,Cœur De Pirate,"french pop, chanson québécoise, variété française, chanson"
10 Lovers,The Black Keys,"blues rock, garage rock, modern blues, rock"
Bailando - English Version,Enrique Iglesias,"latin pop, latin"
Shower,Becky G,"reggaeton, latin"
Snakes,Pixies,alternative rock
Chamber Of Reflection,Mac DeMarco,"indie, lo-fi indie"
human,Christina Perri,soft pop
La La La,Shakira,latin pop
La La La (Brasil 2014) (feat. Carlinhos Brown),Shakira,latin pop
La La La (Brazil 2014) (feat. Carlinhos Brown),Shakira,latin pop
Loca por Ti,Shakira,latin pop
Medicine (feat. Blake Shelton),Shakira,latin pop
Nunca Me Acuerdo de Olvidarte,Shakira,latin pop
Cut Me Deep (feat. MAGIC!),Shakira,latin pop
Dare (La La La),Shakira,latin pop
Empire,Shakira,latin pop
You Don't Care About Me,Shakira,latin pop
23,Shakira,latin pop
Broken Record,Shakira,latin pop
Can't Remember to Forget You (feat. Rihanna),Shakira,latin pop
Chasing Shadows,Shakira,latin pop
Spotlight,Shakira,latin pop
That Way,Shakira,latin pop
The One Thing,Shakira,latin pop
Bailando - Spanish Version,Enrique Iglesias,"latin pop, latin"
Fire Away (with Kid Harpoon),Skrillex,"dubstep, edm, electro, electronic"
I Just Want You,Cole Swindell,"country, acoustic country"
Ain't Worth the Whiskey,Cole Swindell,"country, acoustic country"
Ana Keter,Sherine,"egyptian pop, sholawat, khaleeji"
Shokran Ya Shahm,Sherine,"egyptian pop, sholawat, khaleeji"
Tagroba Mo'lema,Sherine,"egyptian pop, sholawat, khaleeji"
We Meen Ekhtar,Sherine,"egyptian pop, sholawat, khaleeji"
Da' El Saytara,Sherine,"egyptian pop, sholawat, khaleeji"
Elet El Noum,Sherine,"egyptian pop, sholawat, khaleeji"
Fe Leila,Sherine,"egyptian pop, sholawat, khaleeji"
Khayneen,Sherine,"egyptian pop, sholawat, khaleeji"
Kolly Melkak,Sherine,"egyptian pop, sholawat, khaleeji"
Ya Layaly,Sherine,"egyptian pop, sholawat, khaleeji"
Mesh Khayfa,Sherine,"egyptian pop, sholawat, khaleeji"
Metakhda Mel Ayam,Sherine,"egyptian pop, sholawat, khaleeji"
Toumast Tincha,Tinariwen,gnawa
Left Behind,Gustavo Santaolalla,soundtrack
My Best Friend,Tim McGraw,"country, classic country"
Nassau Shores,Bear McCreary,"celtic, soundtrack"
Theme from Black Sails,Bear McCreary,"celtic, soundtrack"
All Saints,Bear McCreary,"celtic, soundtrack"
Captain Kidd,Bear McCreary,"celtic, soundtrack"
iii,Hucci,edm trap
Clamanda,Bear McCreary,"celtic, soundtrack"
Wondrous Love,Bear McCreary,"celtic, soundtrack"
Pretty When You Cry,Lana Del Rey,"alternative pop, indie pop"
Sad Girl,Lana Del Rey,"alternative pop, indie pop"
Shades Of Cool,Lana Del Rey,"alternative pop, indie pop"
Story Of Wick,Tyler Bates,soundtrack
Let It Ride,Brantley Gilbert,"country, country rock, country hip hop, acoustic country"
Like A Wrecking Ball,Eric Church,"country, acoustic country"
Love Story,Indila,french pop
Money Power Glory,Lana Del Rey,"alternative pop, indie pop"
Norman,Steven Price,soundtrack
Old Money,Lana Del Rey,"alternative pop, indie pop"
T.I.N.A. - Radio Edit,Fuse ODG,"azonto, afrobeats, hiplife"
The New Lobby Boy,Alexandre Desplat,soundtrack
The Nights,Avicii,edm
The Other Woman,Lana Del Rey,"alternative pop, indie pop"
