track_name,artist_name,artist_genres
Von dutch,Charli xcx,"hyperpop, art pop"
360,Charli xcx,"hyperpop, art pop"
365,Charli xcx,"hyperpop, art pop"
Apple,Charli xcx,"hyperpop, art pop"
B2b,Charli xcx,"hyperpop, art pop"
Rewind,Charli xcx,"hyperpop, art pop"
So I,Charli xcx,"hyperpop, art pop"
I might say something stupid,Charli xcx,"hyperpop, art pop"
I think about it all the time,Charli xcx,"hyperpop, art pop"
It Follows,Cokasian,"darkwave, post-punk, cold wave"
NO RESPECT FREESTYLE,Lil Peep,"emo rap, cloud rap"
No One Noticed,The Marías,bedroom pop
House Of Cards,Naeleck,electro house
Sienna,The Marías,bedroom pop
Pink Skies,Zach Bryan,"country, red dirt"
Purify,Surreal_dvd,"electroclash, witch house"
FEEL,Beneld,dark r&b
FEEL - sped up,Beneld,dark r&b
on the shore,weeklyn,emo rap
i like the way you kiss me,Ericovich,nightcore
Addicted - Joel Corry Remix,Zerb,afro house
BAND4BAND (feat. Lil Baby),Central Cee,"uk drill, drill, uk grime"
Wanna Be Loved,The Red Clay Strays,country
SKINNY,Billie Eilish,"alternative pop, electropop, dark pop"
THE DINER,Billie Eilish,"alternative pop, electropop, dark pop"
THE GREATEST,Billie Eilish,"alternative pop, electropop, dark pop"
BIRDS OF A FEATHER,Billie Eilish,"alternative pop, electropop, dark pop"
BITTERSUITE,Billie Eilish,"alternative pop, electropop, dark pop"
BLUE,Billie Eilish,"alternative pop, electropop, dark pop"
CHIHIRO,Billie Eilish,"alternative pop, electropop, dark pop"
WILDFLOWER,Billie Eilish,"alternative pop, electropop, dark pop"
L’AMOUR DE MA VIE,Billie Eilish,"alternative pop, electropop, dark pop"
Easy On Me,A17N,"latin house, hypertechno"
Espresso,midnight Berlin,hypertechno
LUNCH,Billie Eilish,"alternative pop, electropop, dark pop"
one of wun,Gunna,melodic rap
whatsapp (wassam),Gunna,melodic rap
Holding Out For A Hero,IAN SIZE,"melodic bass, nightcore, bass music"
i like the way you kiss me,midnight Berlin,hypertechno
Not Like Us,Kendrick Lamar,"hip hop, west coast hip hop"
I Don't Wanna Wait - Hardwell & Olly James Remix,David Guetta,edm
Illusion,Dua Lipa,pop
Training Season,Dua Lipa,pop
THE RIDE,Omido,dark r&b
Calling You,Jacob Storey,dark r&b
Calabria Revived,Marco Lume,rally house
THE RIDE - SPED UP,Omido,dark r&b
We Good (feat. Shibui),Prezioso,italo dance
Make You Mine,chicago city,"slap house, nightcore"
Neverender,Justice,"french house, new rave"
Barbie (Can You Play Ken?),lilster,jersey club
PRETTY PLEASE,Dutch Melrose,dark r&b
PASSO BEM SOLTO - Slowed,ATLXS,"phonk, brazilian phonk"
Peter,Taylor Swift,"country, pop, indie, folk"
Push Ups,Drake,rap
Robin,Taylor Swift,"country, pop, indie, folk"
So High School,Taylor Swift,"country, pop, indie, folk"
"So Long, London",Taylor Swift,"country, pop, indie, folk"
But Daddy I Love Him,Taylor Swift,"country, pop, indie, folk"
Cassandra,Taylor Swift,"country, pop, indie, folk"
Chloe or Sam or Sophia or Marcus,Taylor Swift,"country, pop, indie, folk"
Guilty as Sin?,Taylor Swift,"country, pop, indie, folk"
How Did It End?,Taylor Swift,"country, pop, indie, folk"
I Can Do It With a Broken Heart,Taylor Swift,"country, pop, indie, folk"
I Can Fix Him (No Really I Can),Taylor Swift,"country, pop, indie, folk"
I Hate It Here,Taylor Swift,"country, pop, indie, folk"
I Look in People's Windows,Taylor Swift,"country, pop, indie, folk"
imgonnagetyouback,Taylor Swift,"country, pop, indie, folk"
thanK you aIMee,Taylor Swift,"country, pop, indie, folk"
The Albatross,Taylor Swift,"country, pop, indie, folk"
The Alchemy,Taylor Swift,"country, pop, indie, folk"
The Black Dog,Taylor Swift,"country, pop, indie, folk"
The Bolter,Taylor Swift,"country, pop, indie, folk"
The Manuscript,Taylor Swift,"country, pop, indie, folk"
The Prophecy,Taylor Swift,"country, pop, indie, folk"
The Smallest Man Who Ever Lived,Taylor Swift,"country, pop, indie, folk"
The Tortured Poets Department,Taylor Swift,"country, pop, indie, folk"
loml,Taylor Swift,"country, pop, indie, folk"
My Boy Only Breaks His Favorite Toys,Taylor Swift,"country, pop, indie, folk"
Who’s Afraid of Little Old Me?,Taylor Swift,"country, pop, indie, folk"
Clara Bow,Taylor Swift,"country, pop, indie, folk"
Down Bad,Taylor Swift,"country, pop, indie, folk"
Florida!!! (feat. Florence + The Machine),Taylor Swift,"country, pop, indie, folk"
Fortnight (feat. Post Malone),Taylor Swift,"country, pop, indie, folk"
Fresh Out The Slammer,Taylor Swift,"country, pop, indie, folk"
Zoltraak,Evan Call,anime
don't worry babe,Ex Habit,dark r&b
ALL I WANTED WAS U,Ex Habit,dark r&b
DO IT,Beneld,dark r&b
on your knees,Ex Habit,dark r&b
Nasty,Tinashe,alternative r&b
New Divide,Linkin Park,"nu metal, rap metal, rock, alternative metal"
Papercut,Linkin Park,"nu metal, rap metal, rock, alternative metal"
Phantom Pain,girl in red,bedroom pop
QWERTY,Linkin Park,"nu metal, rap metal, rock, alternative metal"
I want it all,Omido,dark r&b
You Need Me Now? (feat. Sabrina Carpenter),girl in red,bedroom pop
DOING IT AGAIN BABY,girl in red,bedroom pop
Friendly Fire,Linkin Park,"nu metal, rap metal, rock, alternative metal"
Trojan,Nic Dean,dark r&b
Breaking the Habit,Linkin Park,"nu metal, rap metal, rock, alternative metal"
BURN IT DOWN,Linkin Park,"nu metal, rap metal, rock, alternative metal"
CASTLE OF GLASS,Linkin Park,"nu metal, rap metal, rock, alternative metal"
Secrets,Omido,dark r&b
All the Things She Said,Robin Schulz,tropical house
I Don't Wanna Wait,David Guetta,edm
Santa,Rvssian,trap latino
angel dust,akira2k,"electroclash, witch house"
Monster,Don Diablo,"future house, edm"
Magnetic,ILLIT,k-pop
Like That,Future,rap
logical,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
love is embarrassing,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
magic,Medasin,future bass
Magic Don Juan (Princess Diana),Future,rap
making the bed,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
obsessed,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
GTA,Future,rap
Ice Attack,Future,rap
lacy,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
Where My Twin @ - Bonus,Future,rap
WTFYM,Future,rap
Young Metro,Future,rap
Oxygen,Now O Later,hypertechno
pretty isn’t pretty,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
Runnin Outta Time,Future,rap
scared of my guitar,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
Seen it All,Future,rap
Slimed In,Future,rap
so american,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
stranger,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
Ain't No Love,Future,rap
all-american bitch,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
bad idea right?,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
ballad of a homeschooled girl,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
Cinderella,Future,rap
teenage dream,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
the grudge,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
Type Shit,Future,rap
vampire,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
We Don't Trust You,Future,rap
Whatcha Say,LIZOT,"slap house, hypertechno"
Whatever (with Ava Max) - Tiësto Remix,Kygo,tropical house
Claustrophobic,Future,rap
Everyday Hustle,Future,rap
Fall Back,Lithe,dark r&b
Fried (She a Vibe),Future,rap
get him back!,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
girl i’ve always been,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
Jump,Tyla,afrobeats
Cheerleader,Porter Robinson,"edm, electronic"
SLAY!,Eternxlkz,"phonk, brazilian phonk"
Let You Down (with Gabry Ponte),DVBBS,"edm, big room"
Not So Bad,NO FEELS,deep house
don't wanna break up again,Ariana Grande,pop
Fetish,Emilio,hypertechno
Saturn Returns Interlude,Ariana Grande,pop
Spotlight - og version,Lil Peep,"emo rap, cloud rap"
Hate Me - og version,Lil Peep,"emo rap, cloud rap"
i wish i hated you,Ariana Grande,pop
imperfect for you,Ariana Grande,pop
intro (end of the world),Ariana Grande,pop
Journey,Hans Zimmer,soundtrack
"yes, and?",Ariana Grande,pop
supernatural,Ariana Grande,pop
true story,Ariana Grande,pop
we can't be friends (wait for your love),Ariana Grande,pop
bye,Ariana Grande,pop
LET THE WORLD BURN,Chris Grey,dark r&b
Looking For You,Lil Peep,"emo rap, cloud rap"
ordinary things (feat. Nonna),Ariana Grande,pop
Beautiful Things,midnight Berlin,hypertechno
UP!,Forrest Frank,"christian, christian pop, christian hip hop, worship, gospel r&b"
I See Lights,Zauntee,"christian hip hop, christian, christian pop"
Worm Ride,Hans Zimmer,soundtrack
A Time of Quiet Between the Storms,Hans Zimmer,soundtrack
Saturn,SZA,r&b
You Make My Heart Go,Sad Puppy,hypertechno
Tell më,Yeat,rage rap
Darlin',Chase Matthew,"country, country hip hop"
Now,Niklas Dee,"hypertechno, slap house"
Prada,midnight Berlin,hypertechno
If We Being Rëal,Yeat,rage rap
Angel Of Darkness,Ericovich,nightcore
Whatever She Wants,Bryson Tiller,"trap soul, r&b"
Acquainted,The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Drowning In Us,Now O Later,hypertechno
Lovin On Me,midnight Berlin,hypertechno
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Popular (with Playboi Carti & Madonna),The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Song For the Earth,Jonna Jinton,celtic
Tell Ur Girlfriend,Lay Bankz,jersey club
exes - Regard Remix,Tate McRae,pop
Gata Only,FloyyMenor,reggaeton chileno
[Solo-Leveling]SymphonicSuite-Lv.8,Sawano Hiroyuki,"anime, soundtrack"
STAR WALKIN',IAN SIZE,"melodic bass, nightcore, bass music"
Dernière danse - Techno Mix,Indila,french pop
FUNKED UP - SLOWED,xxanteria,"phonk, brazilian phonk"
"The Statues of Music (from Solo Leveling"") - Cover""",Diego Mitre,anime
Mwaki - Tiësto's VIP Mix,Zerb,afro house
Wish I Didn't Love You,BEAUZ,hard techno
Talk To My Body,LIZOT,"slap house, hypertechno"
The Reason,Hoobastank,nu metal
Deep In Your Love,Alok,"brazilian bass, electronic, slap house, electro house"
Don't Call Me Up - LA Vision Remix,Madism,tropical house
Cheri Cheri Lady - Slowed,lilster,jersey club
All My Life,Tiësto,"edm, trance, big room"
I Wouldn't Mind (Remix) - Merrily We Fall out of Line,Hiko,nightcore
Strangers,Lewis Capaldi,soft pop
greedy,midnight Berlin,hypertechno
Praise Jah In The Moonlight,YG Marley,reggae
run for the hills,Tate McRae,pop
exes,Tate McRae,pop
BELLAKEO,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos"
Cooler Than Me,Groove Crackers,hypertechno
LUNA,Feid,"reggaeton, urbano latino"
Montagem Mysterious Game,LXNGVX,"phonk, brazilian phonk"
Sweet Lies - Sped Up,Chaël,lounge
I Wanna Go - Techno Version,Hyper Kenzo,"hypertechno, techno"
La Diabla,Xavi,"corridos tumbados, corrido, corridos bélicos, sad sierreño, música mexicana, banda, sierreño"
You’re Losing Me (From The Vault),Taylor Swift,"country, pop, indie, folk"
look what you've done to me (feat. Mellina Tey),zandros,dark r&b
therapy,Gloria Kim,melbourne bounce
Time Machine (with MSPUIYI),Gammer,"happy hardcore, hardstyle, hardcore techno"
Unstoppable,IAN SIZE,"melodic bass, nightcore, bass music"
Strangers,midnight Berlin,hypertechno
LET'S GET FKD UP,Alok,"brazilian bass, electronic, slap house, electro house"
ONE CALL,Rich Amiri,rage rap
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,"pop rock, alternative pop, pop punk"
Water,Tyla,afrobeats
Angel Numbers / Ten Toes,Chris Brown,r&b
Mosquito,PinkPantheress,bedroom pop
nostalgia.mp3,jan2k1,"breakcore, jungle"
RUSH,Dutch Melrose,dark r&b
Houdini,Dua Lipa,pop
Pickup Man,HIXTAPE,country
Seven (feat. Latto) (Explicit Ver.),Jung Kook,k-pop
Standing Next to You,Jung Kook,k-pop
THE MIST,Kae,dark r&b
THE REPLACEMENT,Kae,dark r&b
THE WITHDRAWALS,Kae,dark r&b
Rain on Me,FIXL,tropical house
Perfect Night,LE SSERAFIM,k-pop
Wildest Dreams (Taylor's Version),Taylor Swift,"country, pop, indie, folk"
You Are In Love (Taylor's Version),Taylor Swift,"country, pop, indie, folk"
"Slut!"" (Taylor's Version) (From The Vault)""",Taylor Swift,"country, pop, indie, folk"
Style (Taylor's Version),Taylor Swift,"country, pop, indie, folk"
This Love (Taylor’s Version),Taylor Swift,"country, pop, indie, folk"
Clean (Taylor's Version),Taylor Swift,"country, pop, indie, folk"
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,"country, pop, indie, folk"
Dance With Me,Besomorph,slap house
TELEFONO NUEVO,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
THUNDER Y LIGHTNING,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
UN PREVIEW,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
VOU 787,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
VUELVE CANDY B,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
CYBERTRUCK,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
EUROPA :),Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
FINA,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
WHERE SHE GOES,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
abcdefu (HYPERTECHNO Remix),Ericovich,nightcore
ACHO PR,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
BABY NUEVA,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
BATICANO,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
GRACIAS POR NADA,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
HIBIKI,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
LOS PITS,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
MERCEDES CAROTA,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
MONACO,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
MR. OCTOBER,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
NADIE SABE,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
NO ME QUIERO CASAR,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
PERRO NEGRO,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
SEDA,Bad Bunny,"reggaeton, trap latino, urbano latino, latin"
Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,rap
You & Me,JENNIE,k-pop
First Person Shooter (feat. J. Cole),Drake,rap
Beggin',Besomorph,slap house
IDGAF (feat. Yeat),Drake,rap
3D (feat. Jack Harlow),Jung Kook,k-pop
Mahrex of Isoko,Mahrex,alté
abuse me,Ex Habit,dark r&b
無詠唱魔術,藤澤慶昌,anime
This Kiss,Faith Hill,country
500lbs,Lil Tecca,"melodic rap, rap"
Jungle,Alok,"brazilian bass, electronic, slap house, electro house"
Where Are You Now,Mazdem,"techengue, latin house"
ANXIETY (feat. Doechii),Sleepy Hallow,"brooklyn drill, new york drill"
greedy,Tate McRae,pop
Sapphire,Perpetualll,"witch house, electroclash, darkwave"
Easy On My Heart,Gabry Ponte,"slap house, italo dance"
Zoro vs Mihawk,Sonya Belousova,"soundtrack, medieval"
About You Now (How I Feel),Niklas Dee,"hypertechno, slap house"
On My Mama,Victoria Monét,alternative r&b
Code Red,Darci,dark r&b
Daydreamin',Ariana Grande,pop
The Way (feat. Mac Miller),Ariana Grande,pop
Used To Be Young,Miley Cyrus,"country pop, rock, hip hop, experimental"
Honeymoon Avenue,Ariana Grande,pop
I Remember Everything (feat. Kacey Musgraves),Zach Bryan,"country, red dirt"
Flowers,Miley Cyrus,"country pop, rock, hip hop, experimental"
Flowers (Demo),Miley Cyrus,"country pop, rock, hip hop, experimental"
Handstand,Miley Cyrus,"country pop, rock, hip hop, experimental"
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Rocky,rap
Island,Miley Cyrus,"country pop, rock, hip hop, experimental"
Jaded,Miley Cyrus,"country pop, rock, hip hop, experimental"
Baby Don’t Hurt Me,Fransii,nightcore
River,Miley Cyrus,"country pop, rock, hip hop, experimental"
Rose Colored Lenses,Miley Cyrus,"country pop, rock, hip hop, experimental"
Wildcard,Miley Cyrus,"country pop, rock, hip hop, experimental"
Wonder Woman,Miley Cyrus,"country pop, rock, hip hop, experimental"
You,Miley Cyrus,"country pop, rock, hip hop, experimental"
Muddy Feet (feat. Sia),Miley Cyrus,"country pop, rock, hip hop, experimental"
Numb,Linkin Park,"nu metal, rap metal, rock, alternative metal"
Thousand Miles (feat. Brandi Carlile),Miley Cyrus,"country pop, rock, hip hop, experimental"
Violet Chemistry,Miley Cyrus,"country pop, rock, hip hop, experimental"
La Víctima,Xavi,"corridos tumbados, corrido, corridos bélicos, sad sierreño, música mexicana, banda, sierreño"
Prada,cassö,hypertechno
QLONA,KAROL G,"reggaeton, latin, urbano latino"
Eternity,Timmy Trumpet,"melbourne bounce, big room"
Dream Walk - Instrumental Version,Borislav Slavov,medieval
The Power - Orchestral Version,Borislav Slavov,medieval
I Want to Live - Classical Version,Borislav Slavov,medieval
Last Light,Borislav Slavov,medieval
"Main Theme, Pt. 2",Borislav Slavov,medieval
"Main Theme, Pt. 3",Borislav Slavov,medieval
Who Are You,Borislav Slavov,medieval
Safe and Sound - Niklas Dee & Luca-Dante Spadafora Remix,Neptunica,hypertechno
Overdrive,Post Malone,"pop, hip hop, country"
Something Real,Post Malone,"pop, hip hop, country"
Speedometer,Post Malone,"pop, hip hop, country"
Buyer Beware,Post Malone,"pop, hip hop, country"
Casablanca,Besomorph,slap house
Chemical,Post Malone,"pop, hip hop, country"
CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),Travis Scott,rap
Desire (with Sam Smith),Calvin Harris,edm
FE!N (feat. Playboi Carti),Travis Scott,rap
Goth (Slowed + Reverb),Sidewalks and Skeletons,"witch house, darkwave"
Hold My Breath,Post Malone,"pop, hip hop, country"
I KNOW ?,Travis Scott,rap
Laugh It Off,Post Malone,"pop, hip hop, country"
TELEKINESIS (feat. SZA & Future),Travis Scott,rap
Texas Tea,Post Malone,"pop, hip hop, country"
MELTDOWN (feat. Drake),Travis Scott,rap
Mourning,Post Malone,"pop, hip hop, country"
Novacandy,Post Malone,"pop, hip hop, country"
GMFU (w/ 6arelyhuman),Odetari,"hyperpop, nightcore"
Trinity,Ludwig Göransson,soundtrack
WATATI (feat. Aldo Ranks),KAROL G,"reggaeton, latin, urbano latino"
Journey To The Real World,Tame Impala,"neo-psychedelic, indie"
K-POP,Travis Scott,rap
Quantum Mechanics,Ludwig Göransson,soundtrack
Sleepless (feat. GoldFord),Restricted,"hard techno, hypertechno"
Speed Drive,Charli xcx,"hyperpop, art pop"
A Lowly Shoe Salesman,Ludwig Göransson,soundtrack
Angel,PinkPantheress,bedroom pop
Barbie Dreams (feat. Kaliii),FIFTY FIFTY,k-pop
BIRTH OF VENUS,Banshee,trap metal
Can You Hear The Music,Ludwig Göransson,soundtrack
Destroyer Of Worlds,Ludwig Göransson,soundtrack
Man I Am,Sam Smith,soft pop
Meeting Kitty,Ludwig Göransson,soundtrack
Monsoon (feat. Tokio Hotel),VIZE,slap house
Mr. Brightside,The Killers,alternative rock
Bubblegum,Cigarettes After Sex,dream pop
Seven (feat. Latto),Jung Kook,k-pop
"What Was I Made For? [From The Motion Picture Barbie""]""",Billie Eilish,"alternative pop, electropop, dark pop"
Springsteen,Eric Church,"country, acoustic country"
Super Shy,NewJeans,k-pop
Dollhouse (with Lily Rose Depp),The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Daylight,Meric Again,slap house
Worship,Ari Abdul,dark r&b
Car Keys (Ayla),Alok,"brazilian bass, electronic, slap house, electro house"
The Legend of Ashitaka - from 'Princess Mononoke',Joe Hisaishi,"japanese classical, anime"
Speed Drive (From Barbie The Album),Charli xcx,"hyperpop, art pop"
Faded,Fransii,nightcore
Foreign Escape,Nic Dean,dark r&b
fukumean,Gunna,melodic rap
Family (with Suzanna Son),The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Pour Your Heart Out (feat. 070 Shake),RL Grime,edm trap
ecstacy (slowed),SUICIDAL-IDOL,hyperpop
This Is How We Roll,Florida Georgia Line,"country, pop country, acoustic country"
Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),The Weeknd,"r&b pop, alternative r&b, hip hop, synthpop"
Not Fair,Niklas Dee,"hypertechno, slap house"
"Peso Pluma: Bzrp Music Sessions, Vol. 55",Bizarrap,"argentine trap, trap latino, urbano latino"
Sprinter,Dave,"grime, uk grime, uk drill, drill"
This Feeling,Lil Peep,"emo rap, cloud rap"
Snow On The Beach (feat. More Lana Del Rey),Taylor Swift,"country, pop, indie, folk"
Do What I Do,NO FEELS,deep house
All My Life (feat. J. Cole),Lil Durk,"chicago drill, drill"
Dance The Night - From Barbie The Album,Dua Lipa,pop
DIFFERENT,Chris Grey,dark r&b
Forget Me,Lewis Capaldi,soft pop
Say Yes To Heaven,Lana Del Rey,"alternative pop, indie pop"
Granite,Sleep Token,"progressive metal, metalcore"
A Year Ago,James Arthur,soft pop
Love You Like A Love Song,Ericovich,nightcore
Nightmares,Teddy,emo rap
Under Your Spell,Snow Strippers,"electroclash, witch house"
Wir haben den Winter überlebt,JEREMIAS,"german indie, german indie pop, german pop"
